word	word_meaning	word_pinyin	sentence	sentence_pinyin	sentence_meaning
			滚出我的房子。		Get out of my house.
			给我支香烟吧。		Give me a cigarette.
			他已经走了吗？		Has he gone already?
			周末愉快。		Have a good weekend!
			他接受了我的主意。		He accepted my idea.
			他改变想法了。		He changed his mind.
			我的病给他治好了。		He cured my illness.
			他把我的病给医好了。		He cured my illness.
			他做这个是为了钱。		He did it for money.
			他不知道。		He didn't know that.
			他不喜欢我们。		He does not like us.
			他開車速度非常快。		He drives very fast.
			他加入了陸軍。		He entered the army.
			他向那位女士问好。		He greeted the lady.
			他有自己的房间。		He has his own room.
			他已經失去了他的工作。		He has lost his job.
			他讨厌坐飞机旅行。		He hates air travel.
			他是位出色的作家。		He is a good writer.
			他的文筆很好。		He is a good writer.
			他是个有教养的人。		He is a learned man.
			他今天在家。		He is at home today.
			他是我的一位老朋友。		He is my old friend.
			他是我的老朋友。		He is my old friend.
			他不信教。		He is not religious.
			他正在散步。		He is taking a walk.
			他很英俊。		He is very handsome.
			他信守了他的承诺。		He kept his promise.
			他一小时前走了。		He left an hour ago.
			他居住在英格兰。		He lives in England.
			他看起来很可疑。		He looks suspicious.
			他可能不高兴。		He may not be happy.
			他舉起了他的手。		He raised his hands.
			他坐在長凳上。		He sat on the bench.
			他好像病了。		He seems to be sick.
			他本该来的。		He should have come.
			他非常有耐心。		He was very patient.
			他从头到脚都湿了。		He was wet all over.
			他工作很努力。		He worked very hard.
			他永远不会打败我的。		He'll never beat me.
			他是个日本少年。		He's a Japanese boy.
			他怕狗。		He's afraid of dogs.
			他总是在笑。		He's always smiling.
			他在全力以赴。		He's doing his best.
			他在厨房。		He's in the kitchen.
			他比我高。		He's taller than me.
			他是长子。		He's the oldest son.
			他是最年长的儿子。		He's the oldest son.
			她脸红了。		Her face turned red.
			她儿子是个天才。		Her son is a genius.
			這是你零錢。		Here is your change.
			以下是我们怎么做的。		Here's how we do it.
			这是你的布丁。		Here's your pudding.
			他的自行车是蓝色的。		His bicycle is blue.
			他的演说打动了我们。		His speech moved us.
			我多麼想念你！		How I've missed you!
			泰国菜怎么样？		How about Thai food?
			我怎麼到那裡去？		How can I get there?
			我怎么联系你？		How can I reach you?
			我们怎样才可以救汤姆？		How can we save Tom?
			那你是怎么做的？		How did you do that?
			你现在感觉如何？		How do you feel now?
			我们有多远了？		How far away are we?
			夏天过得怎么样？		How was your summer?
			你女儿怎么了？		How's your daughter?
			我匆忙的吃了午餐。		I ate a hasty lunch.
			我信鬼神之说。		I believe in ghosts.
			我盖了栋新房子。		I built a new house.
			我明天能来。		I can come tomorrow.
			我能看到光線。		I can see the light.
			我随时可以开始。		I can start anytime.
			我這回能贏。		I can win this time.
			我买不起那个。		I can't afford that.
			我不会做任何事。		I can't do anything.
			我找不到我的包了。		I can't find my bag.
			我找不到我的筆。		I can't find my pen.
			我一点也不会游泳。		I can't swim at all.
			我清理了桌子。		I cleared the table.
			我繼續工作。		I continued working.
			我没有预定这个。		I didn't order this.
			我不同意你的看法。		I disagree with you.
			我不吃橙子。		I don't eat oranges.
			我不喜欢学校。		I don't like school.
			我不喜欢夏天。		I don't like summer.
			我不喜欢冬天。		I don't like winter.
			我谁也不需要。		I don't need anyone.
			我看不出为什么不。		I don't see why not.
			我不想吃。		I don't want to eat.
			我今晚感觉良好。		I felt good tonight.
			我忘记问他了。		I forgot to ask him.
			把我的心给你。		I give you my heart.
			我七點回到家。		I got home at seven.
			我在波士頓成長。		I grew up in Boston.
			我有本字典。		I have a dictionary.
			我有一本字典。		I have a dictionary.
			我烧得很厉害。		I have a high fever.
			我去过罗马。		I have been to Rome.
			我的嘴裂开了。		I have chapped lips.
			我该去睡觉了。		I have to go to bed.
			我该上床了。		I have to go to bed.
			我得留在家。		I have to stay home.
			我听见她唱歌了。		I heard her singing.
			我希望你能来。		I hope you can come.
			我刚打扫过这个。		I just cleaned this.
			我只想休息一下		I just need a break.
			我只想休養。		I just want to rest.
			他们中的任何一位我都不认识。		I know none of them.
			我知道你做了什麼。		I know what you did.
			我知道她在哪里。		I know where she is.
			我知道你难过。		I know you're upset.
			我喜欢火龙果。		I like dragon fruit.
			我喜欢他们每一个。		I like each of them.
			我喜欢散步。		I like taking walks.
			我住在这区。		I live in this area.
			我住得太遠了。		I live too far away.
			我常常感冒。		I often catch colds.
			我經常吃雞。		I often eat chicken.
			我迅速地吃了午飯。		I quickly ate lunch.
			我真的不在乎。		I really don't care.
			我真的不会唱。		I really don't sing.
			我真的得走了。		I really have to go.
			我去年退休了。		I retired last year.
			我上周见到了他。		I saw him last week.
			昨晚我看见它了。		I saw it last night.
			我也说法语。		I speak French, too.
			我和朋友们交谈。		I talked to friends.
			我认为你傻。		I think you're dumb.
			我对汤姆说我很好。		I told Tom I was OK.
			我試著要告訴你。		I tried to tell you.
			我要让汤姆去做。		I want Tom to do it.
			我想找女朋友。		I want a girlfriend.
			我想再来一杯啤酒。		I want another beer.
			我想喝醉。		I want to get drunk.
			我想要出国。		I want to go abroad.
			我想住在这里。		I want to live here.
			我要参与。		I want to take part.
			我要你放鬆一下。		I want you to relax.
			我想要聽聽你的意見。		I want your opinion.
			我已经累了。		I was already tired.
			我昨天生病了。		I was ill yesterday.
			我之前在撒谎。		I was lying earlier.
			我真是饿了。		I was pretty hungry.
			我被烦死了。		I was quite annoyed.
			但願我還年輕。		I wish I were young.
			我不会放弃你的。		I won't abandon you.
			不会再有下次了。		I won't do it again.
			我全写下来了。		I wrote it all down.
			我宁愿避免这种事。		I'd rather avoid it.
			我十点回来。		I'll be back at ten.
			我晚点打给你。		I'll call you later.
			我明天再做。		I'll do it tomorrow.
			我開車送你回家。		I'll drive you home.
			我让你来决定。		I'll let you decide.
			我会让你幸福的。		I'll make you happy.
			我是社工。		I'm a social worker.
			我是這裡的外地人。		I'm a stranger here.
			我和他同年。		I'm as old as he is.
			我就指望你了。		I'm counting on you.
			我为你着迷。		I'm crazy about you.
			我快渴死了。		I'm dying of thirst.
			我现在正在吃米饭。		I'm eating rice now.
			我去学校了。		I'm going to school.
			我在找你。		I'm looking for you.
			我一點也不累。		I'm not a bit tired.
			我不是一名警察。		I'm not a policeman.
			我还没有结婚。		I'm not married yet.
			我一点都不好。		I'm not well at all.
			我不是你母親。		I'm not your mother.
			我现在在屋顶上。		I'm on the roof now.
			我为我儿子感到骄傲。		I'm proud of my son.
			我厌倦了英语。		I'm sick of English.
			我被工作困住了。		I'm stuck in my job.
			我比你高。		I'm taller than you.
			我今天很忙。		I'm very busy today.
			我很有条理。		I'm very methodical.
			我在等他。		I'm waiting for him.
			我正在看电视。		I'm watching TV now.
			我有事要做。		I've got work to do.
			今天我一直很忙。		I've had a busy day.
			我的鉛筆掉了。		I've lost my pencil.
			我错过了太多。		I've missed so much.
			我见过汤姆光着。		I've seen Tom naked.
			汤姆在帮玛丽吗？		Is Tom helping Mary?
			离这儿远吗？		Is it far from here?
			这真是真的吗？		Is this really real?
			这是你的家人吗？		Is this your family?
			这只铅笔是你的吗？		Is this your pencil?
			它有危险。		It can be dangerous.
			可不容易。		It hasn't been easy.
			看上去很可疑。		It looks suspicious.
			昨天下雨了。		It rained yesterday.
			自作自受。		It serves you right.
			它很好玩。		It was a lot of fun.
			这是个挺好的故事。		It was a nice story.
			天要黑了。		It was getting dark.
			没那么冷。		It wasn't that cold.
			绝对将要下雨。		It'll rain for sure.
			这是一所现代房屋。		It's a modern house.
			都是你的错。		It's all your fault.
			不是你的風格。		It's not your style.
			太棒了。		It's really awesome.
